Region,Country,State,City,Hotel Name,Address,Rating,Number of Reviews,Weighted rating of each unique hotel,Average rating of this brand,Place ID,Google Maps Link,Loyalty Program,Number of hotels of this brand in the program,Corporation,Segment,Total hotels of Corporation / Loyalty Program in this region,Total hotels of Corporation / Loyalty Program in this country,Total hotels of brand in this region,Total hotels of brand in this country,Hotel Brand,Vibe Keywords,Travel Purpose Keywords
Asia,Thailand,-,Bangkok,DoubleTree by Hilton Bangkok Ploenchit,"12 SUKhumvit 2, Khlong Toei, Bangkok 10110, Thailand","4,5",997,"3,374021859","4,11480315",ChIJ4_OvFu6f4jAReFQhIjAbpww,Відкрити в Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,404,13,107,3,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
Asia,Thailand,-,Bangkok,DoubleTree by Hilton Hotel SUKhumvit Bangkok,"18, 1 Soi SUKhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","4,3",2369,"3,627854472","4,11480315",ChIJj8r_rcKe4jARHDY6JDMksF8,Відкрити в Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,404,13,107,3,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
Asia,Thailand,-,PhUKet,DoubleTree by Hilton PhUKet Banthai Resort,"94 Thawewong Rd, Pa Tong, Kathu District, PhUKet 83150, Thailand","4,3",2669,"3,683499606","4,11480315",ChIJA_nZ_Hs7UDARSHw9HqxfBvc,Відкрити в Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,404,13,107,3,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
Asia,Thailand,-,Bang Lamung,Hilton Pattaya,"333/101 หมู่ที่ 9 Bang Lamung District, Chon Buri 20260, Thailand","4,6",14494,"4,785400953","4,281617647",ChIJm3fTmwWWAjERWKKhI-eRcQM,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,13,82,5,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Thailand,-,Bangkok,Hilton Bangkok Grande Asoke,"30 SUKhumvit 21 Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","4,4",563,"3,026407014","4,281617647",ChIJZVEM4zKf4jARM_DEhnu63Ew,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,13,82,5,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Thailand,-,Bangkok,Hilton SUKhumvit Bangkok,"11 SUKhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","4,4",3520,"3,901332628","4,281617647",ChIJw14X4AOf4jARWu3MODg3Lz4,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,13,82,5,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Thailand,-,Bangkok,Millennium Hilton Bangkok,"123 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand","4,5",9998,"4,499951139","4,281617647",ChIJZTiLx92Y4jARaoCZW0M2Zew,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,13,82,5,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Thailand,-,Hua Hin,Hilton Hua Hin Resort & Spa,"33 Naresdamri Rd, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand","4,4",5327,"4,099220638","4,281617647",ChIJCQq0B7Or_TAR3A7VZkkZcBg,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,404,13,82,5,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Asia,Thailand,-,Bangkok,Conrad Bangkok,"87/3 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","4,5",4198,"4,076039109","4,558333333",ChIJRxrLm96e4jARDgUXE9mfk2E,Відкрити в Google Maps,Hilton Honors,48,Hilton Worldwide,Luxury,404,13,27,3,Conrad Hotels & Resorts,"luxurious – modern & design-focused, intellectual luxury, stylish sophistication, global luxury, minimalist elegance, innovative premium service","Relaxation: premium spa, wellness programs, relaxing rituals, rejuvenation; Business Trips: premium business, exclusive meetings"
Asia,Thailand,-,Bangkok,Conrad Bangkok Residences,"ชั้น 8-15 87/3 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","4,5",449,"2,984864078","4,558333333",ChIJQ4RTOMmf4jARJPxpkBTSxR8,Відкрити в Google Maps,Hilton Honors,48,Hilton Worldwide,Luxury,404,13,27,3,Conrad Hotels & Resorts,"luxurious – modern & design-focused, intellectual luxury, stylish sophistication, global luxury, minimalist elegance, innovative premium service","Relaxation: premium spa, wellness programs, relaxing rituals, rejuvenation; Business Trips: premium business, exclusive meetings"
Asia,Thailand,-,Ko Samui,Conrad Koh Samui,"49/8-9 หมู่ที่ 4 Hillcrest Road Tambon Taling Ngam, Amphoe Ko Samui, Surat Thani 84140, Thailand","4,7",1140,"3,592310632","4,558333333",ChIJ-2eHfPX1VDARiF6gnWsYiIY,Відкрити в Google Maps,Hilton Honors,48,Hilton Worldwide,Luxury,404,13,27,3,Conrad Hotels & Resorts,"luxurious – modern & design-focused, intellectual luxury, stylish sophistication, global luxury, minimalist elegance, innovative premium service","Relaxation: premium spa, wellness programs, relaxing rituals, rejuvenation; Business Trips: premium business, exclusive meetings"
Asia,Thailand,-,Bangkok,Waldorf Astoria Bangkok,"151 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand","4,7",2237,"3,936085597","2269,514286",ChIJI9OICMWe4jARSD0xAYYV18I,Відкрити в Google Maps,Hilton Honors,35,Hilton Worldwide,Luxury,404,13,7,1,Waldorf Astoria Hotels & Resorts,"luxurious – classic & traditional, historic grandeur, legendary heritage, iconic luxury, timeless elegance, classic grand hotel, aristocratic experience","Relaxation: elite spa, historic luxury, gastronomic experience, high-class leisure; Business Trips: prestigious events, status meetings"
Asia,Thailand,-,Bangkok,Hyatt Place Bangkok SUKhumvit 1,"78 SUKhumvit 1 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","4,4",42,"1,796815301","4,189749431",ChIJMUFUmcKe4jARXSWnHEFFl2Q,Відкрити в Google Maps,World of Hyatt,439,Hyatt Hotels Corporation,Standart,203,10,47,2,Hyatt Place,"Business-oriented, practical & economical, modern & design-focused, intellectual functionality, technological comfort, multitasking space, smart solutions, efficient service","Business Trips: intellectual workspaces, technological solutions, multifunctional space; Short Stays: quick service"
Asia,Thailand,-,Bangkok,Hyatt Place Bangkok SUKhumvit 24,"22/5 SUKhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand","4,3",1595,"3,443260354","4,189749431",ChIJ01Bg-gOf4jARgCVnwniRCoM,Відкрити в Google Maps,World of Hyatt,439,Hyatt Hotels Corporation,Standart,203,10,47,2,Hyatt Place,"Business-oriented, practical & economical, modern & design-focused, intellectual functionality, technological comfort, multitasking space, smart solutions, efficient service","Business Trips: intellectual workspaces, technological solutions, multifunctional space; Short Stays: quick service"
Asia,Thailand,-,Bangkok,Hyatt Regency Bangkok SUKhumvit,"BTS Nana, 1 Soi SUKhumvit 13, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand","4,6",2922,"3,985703138","4,318333333",ChIJvcDIreae4jARzV1hGAAb8-g,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,Bangkok,Hyatt Regency Bangkok Suvarnabhumi Airport,"999, Suvarnabhumi Airport Hotel Building, Moo 1, Bangkok 10540, Thailand","4,3",6413,"4,092663627","4,318333333",ChIJ9VCdKXRnHTERLgpB71txhQE,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,Hua Hin,Hyatt Regency Hua Hin,"91, Hua Hin, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan 77110, Thailand","4,6",1926,"3,777613972","4,318333333",ChIJCxuWI42r_TARH-mINOBSZHg,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,Ko Samui,Hyatt Regency Koh Samui,"99, North Chaweng, 11, Bo Put, Amphoe Ko Samui, Chang Wat Surat Thani 84320, Thailand","4,5",817,"3,276847467","4,318333333",ChIJn3iVtePxVDARHnQCFnB7Bfc,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,PhUKet,Hyatt Regency PhUKet Resort,"16, 12, Kamala, Amphoe Kathu, PhUKet 83150, Thailand","4,4",2337,"3,705728958","4,318333333",ChIJ81zSqDY6UDARh8RDDGRhnlU,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,PhUKet,Regency Club at Hyatt Regency PhUKet Resort,"HYATT REGENCY PHUKET 16/12 Kamala, PhUKet 83150, Thailand","4,4",25,"1,556470683","4,318333333",ChIJw3HsmTY6UDARLAiqtpHK5hM,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,203,10,78,6,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Asia,Thailand,-,Bangkok,Grand Hyatt Erawan Bangkok,"494 Ratchadamri Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand","4,6",5672,"4,316884701","4,44",ChIJ_VRiedCe4jAROVhWzyN8hJ4,Відкрити в Google Maps,World of Hyatt,70,Hyatt Hotels Corporation,Comfort,203,10,35,1,Grand Hyatt,"Luxurious & refined, modern & design-focused, dramatic design, impressive scale, urban luxury, epic spaces, international chic, large-scale sophistication","Relaxation: impressive experiences, luxurious experience, urban luxury, premium spa; Business Trips: status events, significant conferences"
Asia,Thailand,-,Bangkok,Park Hyatt Bangkok,"Central Embassy, 88 Witthayu Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand","4,6",2465,"3,900792033","4,595744681",ChIJA-PGodye4jAR9QFikyxQo0s,Відкрити в Google Maps,World of Hyatt,47,Hyatt Hotels Corporation,Luxury,203,10,22,1,Park Hyatt Hotels,"luxurious – modern & design-focused, boutique & unique, refined minimalism, art luxury, elite design, artistic sophistication, higher level of elegance","Relaxation: art of relaxation, sophisticated spa, minimalist luxury, aesthetic pleasure; Business Trips: elite business spaces"
Asia,Thailand,-,Bang Rak,Holiday Inn Express Bangkok Sathorn by IHG,"51 Soi Pipat, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand","4,4",1503,"3,49497262","4,187861272",ChIJmXOMcQ6Z4jAR0in6ujk5tt8,Відкрити в Google Maps,IHG One Rewards,2076,InterContinental Hotels Group,Standart,298,22,75,10,Holiday Inn Express,"Practical & economical, functional design, efficient hospitality, cleanliness & simplicity, quick service, rational comfort, optimal value, smart choice","Short Stays: quick check-in, express breakfast, convenient location, efficient process; Business Trips: basic work conditions"
Asia,Thailand,-,Bangkok,Holiday Inn Express & Suites Bangkok Central Pier by IHG,"193 S Sathon Rd, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand","4,4",187,"2,501573634","4,187861272",ChIJYQR2d8aY4jAR8PUnzEQT8OA,Відкрити в Google Maps,IHG One Rewards,2076,InterContinental Hotels Group,Standart,298,22,75,10,Holiday Inn Express,"Practical & economical, functional design, efficient hospitality, cleanliness & simplicity, quick service, rational comfort, optimal value, smart choice","Short Stays: quick check-in, express breakfast, convenient location, efficient process; Business Trips: basic work conditions"
Asia,Thailand,-,Bangkok,Holiday Inn Express Bangkok Phayathai by IHG,"99 Phayathai Road, Thanon Phayathai, Ratchathewi, ถ. เพชรบุรี แขวงทุ่งพญาไท เขตพญาไท กรุงเทพมหานคร 10400, Thailand",0,0,0,"4,187861272",ChIJByFnbsqe4jARrQl4KbTBr2Q,Відкрити в Google Maps,IHG One Rewards,2076,InterContinental Hotels Group,Standart,298,22,75,10,Holiday Inn Express,"Practical & economical, functional design, efficient hospitality, cleanliness & simplicity, quick service, rational comfort, optimal value, smart choice","Short Stays: quick check-in, express breakfast, convenient location, efficient process; Business Trips: basic work conditions"
Asia,Thailand,-,Bangkok,Holiday Inn Express Bangkok Siam by IHG,"889 Rama I Rd, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand","4,2",2822,"3,623246422","4,187861272",ChIJc33lpDKZ4jARDBzVLSWteZw,Відкрити в Google Maps,IHG One Rewards,2076,InterContinental Hotels Group,Standart,298,22,75,10,Holiday Inn Express,"Practical & economical, functional design, efficient hospitality, cleanliness & simplicity, quick service, rational comfort, optimal value, smart choice","Short Stays: quick check-in, express breakfast, convenient location, efficient process; Business Trips: basic work conditions"
Asia,Thailand,-,Bangkok,"Holiday Inn Express Bangkok Soi Soonvijai, an IHG Hotel","19 Soi Phetchaburi 47, Khwaeng Bang Kapi, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand","4,3",889,"3,170594257","4,187861272",ChIJW8dZFFue4jARDZDFD23zUMc,Відкрити в Google Maps,IHG One Rewards,2076,InterContinental Hotels Group,Standart,298,22,75,10,Holiday Inn Express,"Practical & economical, functional design, efficient hospitality, cleanliness & simplicity, quick service, rational comfort, optimal value, smart choice","Short Stays: quick check-in, express breakfast, convenient location, efficient process; Business Trips: basic work conditions"
